userId,movieId,rating,timestamp
120,1718,4.0,964982703
306,1942,4.5,964982703
304,1695,5.0,964982703
157,1709,1.0,964982703
396,1954,5.0,964982703
50,1778,2.5,964982703
196,1913,3.5,964982703
120,383,3.0,964982703
223,296,3.0,964982703
269,1617,3.0,964982703
190,1035,3.0,964982703
233,1419,1.5,964982703
323,88,1.0,964982703
24,315,3.0,964982703
188,101,3.5,964982703
28,628,1.5,964982703
210,1155,1.5,964982703
484,1905,1.5,964982703
389,189,1.0,964982703
57,402,5.0,964982703
346,809,3.0,964982703
145,997,1.5,964982703
108,637,2.0,964982703
395,164,1.5,964982703
59,8,2.0,964982703
24,675,2.5,964982703
116,321,2.0,964982703
88,1103,2.5,964982703
371,1447,4.5,964982703
236,1911,1.0,964982703
311,1268,2.0,964982703
378,1223,1.5,964982703
412,1344,4.5,964982703
24,83,3.5,964982703
432,667,4.0,964982703
71,1339,1.5,964982703
407,332,2.5,964982703
376,957,2.0,964982703
261,1510,3.0,964982703
377,1892,2.0,964982703
126,681,4.5,964982703
469,57,3.0,964982703
453,932,4.0,964982703
71,1339,0.5,964982703
413,643,3.0,964982703
146,1655,1.5,964982703
408,324,4.0,964982703
460,750,2.0,964982703
252,1392,4.0,964982703
198,321,2.5,964982703
111,77,0.5,964982703
407,1511,3.5,964982703
496,1530,4.0,964982703
104,1268,4.5,964982703
157,68,3.0,964982703
238,1728,1.0,964982703
4,426,3.5,964982703
3,1730,1.0,964982703
58,1574,0.5,964982703
91,1599,2.0,964982703
477,309,4.5,964982703
187,1200,3.5,964982703
300,527,2.5,964982703
164,1991,3.5,964982703
189,469,2.0,964982703
88,959,4.5,964982703
184,1976,1.0,964982703
221,346,3.5,964982703
476,1870,3.0,964982703
1,1400,5.0,964982703
110,644,1.0,964982703
354,509,4.0,964982703
305,849,3.0,964982703
373,848,2.0,964982703
370,628,4.0,964982703
292,1556,2.5,964982703
127,396,1.5,964982703
378,32,0.5,964982703
437,59,1.0,964982703
298,444,3.0,964982703
53,1078,3.5,964982703
384,1510,4.5,964982703
7,1610,1.0,964982703
497,1694,4.0,964982703
251,1365,2.5,964982703
220,746,3.0,964982703
1,1708,2.0,964982703
422,262,3.5,964982703
346,1042,3.0,964982703
412,225,1.0,964982703
182,1182,4.0,964982703
340,1951,1.0,964982703
428,921,4.0,964982703
401,1036,1.0,964982703
491,546,4.0,964982703
245,1172,2.0,964982703
35,321,2.0,964982703
466,1184,2.5,964982703
245,108,1.0,964982703
357,1759,1.5,964982703
212,941,3.5,964982703
442,82,2.0,964982703
41,1918,5.0,964982703
268,1155,1.5,964982703
106,528,3.0,964982703
336,1102,2.0,964982703
356,1958,2.5,964982703
114,1812,1.0,964982703
253,618,4.0,964982703
55,1308,1.5,964982703
71,127,1.0,964982703
125,412,4.5,964982703
489,392,4.5,964982703
445,654,2.0,964982703
39,127,0.5,964982703
246,1872,2.5,964982703
262,1108,4.0,964982703
59,679,2.5,964982703
140,1632,2.5,964982703
408,796,5.0,964982703
483,1078,1.0,964982703
64,883,1.5,964982703
273,768,3.5,964982703
402,1756,4.0,964982703
451,1705,4.5,964982703
479,588,2.0,964982703
218,1639,1.0,964982703
295,1749,2.0,964982703
10,1072,4.5,964982703
185,130,2.5,964982703
89,1450,1.0,964982703
269,903,3.5,964982703
31,105,5.0,964982703
221,1801,3.0,964982703
154,1821,3.0,964982703
165,1438,2.5,964982703
379,965,2.0,964982703
227,962,1.5,964982703
443,1769,0.5,964982703
381,446,1.0,964982703
497,1012,4.0,964982703
39,1263,3.0,964982703
347,1398,1.0,964982703
454,1260,3.0,964982703
256,250,4.5,964982703
224,413,3.0,964982703
444,1323,1.0,964982703
442,1647,3.0,964982703
402,369,4.5,964982703
19,51,5.0,964982703
145,1029,5.0,964982703
167,297,4.5,964982703
194,546,1.0,964982703
321,431,3.0,964982703
357,689,4.5,964982703
474,1622,0.5,964982703
488,1031,3.5,964982703
429,994,3.5,964982703
419,1565,4.5,964982703
219,933,0.5,964982703
412,6,1.5,964982703
49,1594,1.5,964982703
21,959,1.0,964982703
140,1308,0.5,964982703
454,27,3.0,964982703
423,1440,2.5,964982703
88,1593,1.0,964982703
148,1206,2.5,964982703
82,298,5.0,964982703
384,370,1.5,964982703
343,1086,3.5,964982703
373,1495,3.5,964982703
494,1600,1.5,964982703
52,1864,4.0,964982703
178,940,1.0,964982703
260,1438,3.5,964982703
223,1266,2.5,964982703
199,43,4.0,964982703
262,126,4.5,964982703
225,652,4.5,964982703
489,137,0.5,964982703
70,1573,4.0,964982703
6,1004,4.0,964982703
37,876,4.5,964982703
76,1929,5.0,964982703
259,688,3.5,964982703
126,319,2.5,964982703
249,731,2.0,964982703
189,391,4.0,964982703
287,216,1.5,964982703
36,1420,0.5,964982703
184,841,1.5,964982703
145,79,2.5,964982703
138,706,1.5,964982703
68,1688,1.5,964982703
37,166,4.5,964982703
315,1247,2.0,964982703
313,1272,0.5,964982703
251,564,2.5,964982703
325,514,4.0,964982703
170,304,4.5,964982703
238,931,4.5,964982703
139,838,2.0,964982703
283,46,4.0,964982703
367,462,2.5,964982703
89,139,1.0,964982703
171,437,1.0,964982703
173,439,3.0,964982703
461,901,4.5,964982703
155,479,1.5,964982703
399,625,0.5,964982703
30,604,3.5,964982703
436,708,2.5,964982703
490,1536,5.0,964982703
394,870,5.0,964982703
4,1216,1.5,964982703
125,952,1.0,964982703
134,998,0.5,964982703
497,1034,5.0,964982703
79,169,3.5,964982703
240,858,4.5,964982703
156,689,3.0,964982703
97,859,4.5,964982703
473,655,3.5,964982703
411,571,3.5,964982703
215,575,3.5,964982703
147,429,2.5,964982703
223,94,2.5,964982703
326,275,3.0,964982703
291,1497,5.0,964982703
264,489,1.5,964982703
245,1481,1.0,964982703
53,25,3.0,964982703
42,1371,1.0,964982703
196,255,3.5,964982703
452,375,1.0,964982703
420,715,2.0,964982703
467,1175,2.0,964982703
112,1496,1.5,964982703
358,874,4.5,964982703
448,1955,4.0,964982703
113,852,5.0,964982703
149,370,1.5,964982703
111,1829,1.0,964982703
500,509,4.5,964982703
219,1780,3.5,964982703
42,1969,3.5,964982703
253,192,1.5,964982703
482,856,5.0,964982703
362,109,1.5,964982703
174,1054,4.5,964982703
83,827,1.5,964982703
279,1131,4.5,964982703
417,945,4.0,964982703
37,1382,3.5,964982703
274,1947,4.0,964982703
109,1503,2.5,964982703
118,1235,5.0,964982703
478,1440,4.0,964982703
399,535,3.5,964982703
484,1289,0.5,964982703
339,316,3.5,964982703
28,21,4.5,964982703
119,1250,3.5,964982703
